DATE_SK,FULL_DATE,YEAR,MONTH,DAY
145,2022-05-25,2022,5,25
146,2022-05-26,2022,5,26
147,2022-05-27,2022,5,27
148,2022-05-28,2022,5,28
149,2022-05-29,2022,5,29
150,2022-05-30,2022,5,30
151,2022-05-31,2022,5,31
152,2022-06-01,2022,6,1
153,2022-06-02,2022,6,2
154,2022-06-03,2022,6,3
155,2022-06-04,2022,6,4
156,2022-06-05,2022,6,5
157,2022-06-06,2022,6,6
158,2022-06-07,2022,6,7
159,2022-06-08,2022,6,8
160,2022-06-09,2022,6,9
161,2022-06-10,2022,6,10
162,2022-06-11,2022,6,11
163,2022-06-12,2022,6,12
164,2022-06-13,2022,6,13
165,2022-06-14,2022,6,14
166,2022-06-15,2022,6,15
167,2022-06-16,2022,6,16
168,2022-06-17,2022,6,17
169,2022-06-18,2022,6,18
170,2022-06-19,2022,6,19
171,2022-06-20,2022,6,20
172,2022-06-21,2022,6,21
173,2022-06-22,2022,6,22
174,2022-06-23,2022,6,23
175,2022-06-24,2022,6,24
176,2022-06-25,2022,6,25
177,2022-06-26,2022,6,26
178,2022-06-27,2022,6,27
179,2022-06-28,2022,6,28
180,2022-06-29,2022,6,29
181,2022-06-30,2022,6,30
182,2022-07-01,2022,7,1
183,2022-07-02,2022,7,2
184,2022-07-03,2022,7,3
185,2022-07-04,2022,7,4
186,2022-07-05,2022,7,5
187,2022-07-06,2022,7,6
188,2022-07-07,2022,7,7
189,2022-07-08,2022,7,8
190,2022-07-09,2022,7,9
191,2022-07-10,2022,7,10
192,2022-07-11,2022,7,11
193,2022-07-12,2022,7,12
194,2022-07-13,2022,7,13
195,2022-07-14,2022,7,14
196,2022-07-15,2022,7,15
197,2022-07-16,2022,7,16
198,2022-07-17,2022,7,17
199,2022-07-18,2022,7,18
200,2022-07-19,2022,7,19
201,2022-07-20,2022,7,20
202,2022-07-21,2022,7,21
203,2022-07-22,2022,7,22
204,2022-07-23,2022,7,23
205,2022-07-24,2022,7,24
206,2022-07-25,2022,7,25
207,2022-07-26,2022,7,26
208,2022-07-27,2022,7,27
209,2022-07-28,2022,7,28
210,2022-07-29,2022,7,29
211,2022-07-30,2022,7,30
212,2022-07-31,2022,7,31
213,2022-08-01,2022,8,1
214,2022-08-02,2022,8,2
215,2022-08-03,2022,8,3
216,2022-08-04,2022,8,4
217,2022-08-05,2022,8,5
218,2022-08-06,2022,8,6
219,2022-08-07,2022,8,7
220,2022-08-08,2022,8,8
221,2022-08-09,2022,8,9
222,2022-08-10,2022,8,10
223,2022-08-11,2022,8,11
224,2022-08-12,2022,8,12
225,2022-08-13,2022,8,13
226,2022-08-14,2022,8,14
227,2022-08-15,2022,8,15
228,2022-08-16,2022,8,16
229,2022-08-17,2022,8,17
230,2022-08-18,2022,8,18
231,2022-08-19,2022,8,19
232,2022-08-20,2022,8,20
233,2022-08-21,2022,8,21
234,2022-08-22,2022,8,22
235,2022-08-23,2022,8,23
236,2022-08-24,2022,8,24
237,2022-08-25,2022,8,25
238,2022-08-26,2022,8,26
239,2022-08-27,2022,8,27
240,2022-08-28,2022,8,28
241,2022-08-29,2022,8,29
242,2022-08-30,2022,8,30
243,2022-08-31,2022,8,31
244,2022-09-01,2022,9,1
245,2022-09-02,2022,9,2
246,2022-09-03,2022,9,3
247,2022-09-04,2022,9,4
248,2022-09-05,2022,9,5
249,2022-09-06,2022,9,6
250,2022-09-07,2022,9,7
251,2022-09-08,2022,9,8
252,2022-09-09,2022,9,9
253,2022-09-10,2022,9,10
254,2022-09-11,2022,9,11
255,2022-09-12,2022,9,12
256,2022-09-13,2022,9,13
257,2022-09-14,2022,9,14
258,2022-09-15,2022,9,15
259,2022-09-16,2022,9,16
260,2022-09-17,2022,9,17
261,2022-09-18,2022,9,18
262,2022-09-19,2022,9,19
263,2022-09-20,2022,9,20
264,2022-09-21,2022,9,21
265,2022-09-22,2022,9,22
266,2022-09-23,2022,9,23
267,2022-09-24,2022,9,24
268,2022-09-25,2022,9,25
269,2022-09-26,2022,9,26
270,2022-09-27,2022,9,27
271,2022-09-28,2022,9,28
272,2022-09-29,2022,9,29
273,2022-09-30,2022,9,30
274,2022-10-01,2022,10,1
275,2022-10-02,2022,10,2
276,2022-10-03,2022,10,3
277,2022-10-04,2022,10,4
278,2022-10-05,2022,10,5
279,2022-10-06,2022,10,6
280,2022-10-07,2022,10,7
281,2022-10-08,2022,10,8
282,2022-10-09,2022,10,9
283,2022-10-10,2022,10,10
284,2022-10-11,2022,10,11
285,2022-10-12,2022,10,12
286,2022-10-13,2022,10,13
287,2022-10-14,2022,10,14
288,2022-10-15,2022,10,15
289,2022-10-16,2022,10,16
290,2022-10-17,2022,10,17
291,2022-10-18,2022,10,18
292,2022-10-19,2022,10,19
293,2022-10-20,2022,10,20
294,2022-10-21,2022,10,21
295,2022-10-22,2022,10,22
296,2022-10-23,2022,10,23
297,2022-10-24,2022,10,24
298,2022-10-25,2022,10,25
299,2022-10-26,2022,10,26
300,2022-10-27,2022,10,27
301,2022-10-28,2022,10,28
302,2022-10-29,2022,10,29
303,2022-10-30,2022,10,30
304,2022-10-31,2022,10,31
305,2022-11-01,2022,11,1
306,2022-11-02,2022,11,2
307,2022-11-03,2022,11,3
308,2022-11-04,2022,11,4
309,2022-11-05,2022,11,5
310,2022-11-06,2022,11,6
311,2022-11-07,2022,11,7
312,2022-11-08,2022,11,8
313,2022-11-09,2022,11,9
314,2022-11-10,2022,11,10
315,2022-11-11,2022,11,11
316,2022-11-12,2022,11,12
317,2022-11-13,2022,11,13
318,2022-11-14,2022,11,14
319,2022-11-15,2022,11,15
320,2022-11-16,2022,11,16
321,2022-11-17,2022,11,17
322,2022-11-18,2022,11,18
323,2022-11-19,2022,11,19
324,2022-11-20,2022,11,20
325,2022-11-21,2022,11,21
326,2022-11-22,2022,11,22
327,2022-11-23,2022,11,23
328,2022-11-24,2022,11,24
329,2022-11-25,2022,11,25
330,2022-11-26,2022,11,26
331,2022-11-27,2022,11,27
332,2022-11-28,2022,11,28
333,2022-11-29,2022,11,29
334,2022-11-30,2022,11,30
335,2022-12-01,2022,12,1
336,2022-12-02,2022,12,2
337,2022-12-03,2022,12,3
338,2022-12-04,2022,12,4
339,2022-12-05,2022,12,5
340,2022-12-06,2022,12,6
341,2022-12-07,2022,12,7
342,2022-12-08,2022,12,8
343,2022-12-09,2022,12,9
344,2022-12-10,2022,12,10
345,2022-12-11,2022,12,11
346,2022-12-12,2022,12,12
347,2022-12-13,2022,12,13
348,2022-12-14,2022,12,14
349,2022-12-15,2022,12,15
350,2022-12-16,2022,12,16
351,2022-12-17,2022,12,17
352,2022-12-18,2022,12,18
353,2022-12-19,2022,12,19
354,2022-12-20,2022,12,20
355,2022-12-21,2022,12,21
356,2022-12-22,2022,12,22
357,2022-12-23,2022,12,23
358,2022-12-24,2022,12,24
359,2022-12-25,2022,12,25
360,2022-12-26,2022,12,26
361,2022-12-27,2022,12,27
362,2022-12-28,2022,12,28
363,2022-12-29,2022,12,29
364,2022-12-30,2022,12,30
365,2022-12-31,2022,12,31
366,2023-01-01,2023,1,1
367,2023-01-02,2023,1,2
368,2023-01-03,2023,1,3
369,2023-01-04,2023,1,4
370,2023-01-05,2023,1,5
371,2023-01-06,2023,1,6
372,2023-01-07,2023,1,7
373,2023-01-08,2023,1,8
374,2023-01-09,2023,1,9
375,2023-01-10,2023,1,10
376,2023-01-11,2023,1,11
377,2023-01-12,2023,1,12
378,2023-01-13,2023,1,13
379,2023-01-14,2023,1,14
380,2023-01-15,2023,1,15
381,2023-01-16,2023,1,16
382,2023-01-17,2023,1,17
383,2023-01-18,2023,1,18
384,2023-01-19,2023,1,19
385,2023-01-20,2023,1,20
386,2023-01-21,2023,1,21
387,2023-01-22,2023,1,22
388,2023-01-23,2023,1,23
389,2023-01-24,2023,1,24
390,2023-01-25,2023,1,25
391,2023-01-26,2023,1,26
392,2023-01-27,2023,1,27
393,2023-01-28,2023,1,28
394,2023-01-29,2023,1,29
395,2023-01-30,2023,1,30
396,2023-01-31,2023,1,31
397,2023-02-01,2023,2,1
398,2023-02-02,2023,2,2
399,2023-02-03,2023,2,3
400,2023-02-04,2023,2,4
401,2023-02-05,2023,2,5
402,2023-02-06,2023,2,6
403,2023-02-07,2023,2,7
404,2023-02-08,2023,2,8
405,2023-02-09,2023,2,9
406,2023-02-10,2023,2,10
407,2023-02-11,2023,2,11
408,2023-02-12,2023,2,12
409,2023-02-13,2023,2,13
410,2023-02-14,2023,2,14
411,2023-02-15,2023,2,15
412,2023-02-16,2023,2,16
413,2023-02-17,2023,2,17
414,2023-02-18,2023,2,18
415,2023-02-19,2023,2,19
416,2023-02-20,2023,2,20
417,2023-02-21,2023,2,21
418,2023-02-22,2023,2,22
419,2023-02-23,2023,2,23
420,2023-02-24,2023,2,24
421,2023-02-25,2023,2,25
422,2023-02-26,2023,2,26
423,2023-02-27,2023,2,27
424,2023-02-28,2023,2,28
425,2023-03-01,2023,3,1
426,2023-03-02,2023,3,2
427,2023-03-03,2023,3,3
428,2023-03-04,2023,3,4
429,2023-03-05,2023,3,5
430,2023-03-06,2023,3,6
431,2023-03-07,2023,3,7
432,2023-03-08,2023,3,8
433,2023-03-09,2023,3,9
434,2023-03-10,2023,3,10
435,2023-03-11,2023,3,11
436,2023-03-12,2023,3,12
437,2023-03-13,2023,3,13
438,2023-03-14,2023,3,14
439,2023-03-15,2023,3,15
440,2023-03-16,2023,3,16
441,2023-03-17,2023,3,17
442,2023-03-18,2023,3,18
443,2023-03-19,2023,3,19
444,2023-03-20,2023,3,20
445,2023-03-21,2023,3,21
446,2023-03-22,2023,3,22
447,2023-03-23,2023,3,23
448,2023-03-24,2023,3,24
449,2023-03-25,2023,3,25
450,2023-03-26,2023,3,26
451,2023-03-27,2023,3,27
452,2023-03-28,2023,3,28
453,2023-03-29,2023,3,29
454,2023-03-30,2023,3,30
455,2023-03-31,2023,3,31
456,2023-04-01,2023,4,1
457,2023-04-02,2023,4,2
458,2023-04-03,2023,4,3
459,2023-04-04,2023,4,4
460,2023-04-05,2023,4,5
461,2023-04-06,2023,4,6
462,2023-04-07,2023,4,7
463,2023-04-08,2023,4,8
464,2023-04-09,2023,4,9
465,2023-04-10,2023,4,10
466,2023-04-11,2023,4,11
467,2023-04-12,2023,4,12
468,2023-04-13,2023,4,13
469,2023-04-14,2023,4,14
470,2023-04-15,2023,4,15
471,2023-04-16,2023,4,16
472,2023-04-17,2023,4,17
473,2023-04-18,2023,4,18
474,2023-04-19,2023,4,19
475,2023-04-20,2023,4,20
476,2023-04-21,2023,4,21
477,2023-04-22,2023,4,22
478,2023-04-23,2023,4,23
479,2023-04-24,2023,4,24
480,2023-04-25,2023,4,25
481,2023-04-26,2023,4,26
482,2023-04-27,2023,4,27
483,2023-04-28,2023,4,28
484,2023-04-29,2023,4,29
485,2023-04-30,2023,4,30
486,2023-05-01,2023,5,1
487,2023-05-02,2023,5,2
488,2023-05-03,2023,5,3
489,2023-05-04,2023,5,4
490,2023-05-05,2023,5,5
491,2023-05-06,2023,5,6
492,2023-05-07,2023,5,7
493,2023-05-08,2023,5,8
494,2023-05-09,2023,5,9
495,2023-05-10,2023,5,10
496,2023-05-11,2023,5,11
497,2023-05-12,2023,5,12
498,2023-05-13,2023,5,13
499,2023-05-14,2023,5,14
500,2023-05-15,2023,5,15
501,2023-05-16,2023,5,16
502,2023-05-17,2023,5,17
503,2023-05-18,2023,5,18
504,2023-05-19,2023,5,19
505,2023-05-20,2023,5,20
506,2023-05-21,2023,5,21
507,2023-05-22,2023,5,22
508,2023-05-23,2023,5,23
509,2023-05-24,2023,5,24
510,2023-05-25,2023,5,25
511,2023-05-26,2023,5,26
512,2023-05-27,2023,5,27
513,2023-05-28,2023,5,28
514,2023-05-29,2023,5,29
515,2023-05-30,2023,5,30
516,2023-05-31,2023,5,31
517,2023-06-01,2023,6,1
518,2023-06-02,2023,6,2
519,2023-06-03,2023,6,3
520,2023-06-04,2023,6,4
521,2023-06-05,2023,6,5
522,2023-06-06,2023,6,6
523,2023-06-07,2023,6,7
524,2023-06-08,2023,6,8
525,2023-06-09,2023,6,9
526,2023-06-10,2023,6,10
527,2023-06-11,2023,6,11
528,2023-06-12,2023,6,12
529,2023-06-13,2023,6,13
530,2023-06-14,2023,6,14
531,2023-06-15,2023,6,15
532,2023-06-16,2023,6,16
533,2023-06-17,2023,6,17
534,2023-06-18,2023,6,18
535,2023-06-19,2023,6,19
536,2023-06-20,2023,6,20
537,2023-06-21,2023,6,21
538,2023-06-22,2023,6,22
539,2023-06-23,2023,6,23
540,2023-06-24,2023,6,24
541,2023-06-25,2023,6,25
542,2023-06-26,2023,6,26
543,2023-06-27,2023,6,27
544,2023-06-28,2023,6,28
545,2023-06-29,2023,6,29
546,2023-06-30,2023,6,30
547,2023-07-01,2023,7,1
548,2023-07-02,2023,7,2
549,2023-07-03,2023,7,3
550,2023-07-04,2023,7,4
551,2023-07-05,2023,7,5
552,2023-07-06,2023,7,6
553,2023-07-07,2023,7,7
554,2023-07-08,2023,7,8
555,2023-07-09,2023,7,9
556,2023-07-10,2023,7,10
557,2023-07-11,2023,7,11
558,2023-07-12,2023,7,12
559,2023-07-13,2023,7,13
560,2023-07-14,2023,7,14
561,2023-07-15,2023,7,15
562,2023-07-16,2023,7,16
563,2023-07-17,2023,7,17
564,2023-07-18,2023,7,18
565,2023-07-19,2023,7,19
566,2023-07-20,2023,7,20
567,2023-07-21,2023,7,21
568,2023-07-22,2023,7,22
569,2023-07-23,2023,7,23
570,2023-07-24,2023,7,24
571,2023-07-25,2023,7,25
572,2023-07-26,2023,7,26
573,2023-07-27,2023,7,27
574,2023-07-28,2023,7,28
575,2023-07-29,2023,7,29
576,2023-07-30,2023,7,30
577,2023-07-31,2023,7,31
578,2023-08-01,2023,8,1
579,2023-08-02,2023,8,2
580,2023-08-03,2023,8,3
581,2023-08-04,2023,8,4
582,2023-08-05,2023,8,5
583,2023-08-06,2023,8,6
584,2023-08-07,2023,8,7
585,2023-08-08,2023,8,8
586,2023-08-09,2023,8,9
587,2023-08-10,2023,8,10
588,2023-08-11,2023,8,11
589,2023-08-12,2023,8,12
590,2023-08-13,2023,8,13
591,2023-08-14,2023,8,14
592,2023-08-15,2023,8,15
593,2023-08-16,2023,8,16
594,2023-08-17,2023,8,17
595,2023-08-18,2023,8,18
596,2023-08-19,2023,8,19
597,2023-08-20,2023,8,20
598,2023-08-21,2023,8,21
599,2023-08-22,2023,8,22
600,2023-08-23,2023,8,23
601,2023-08-24,2023,8,24
602,2023-08-25,2023,8,25
603,2023-08-26,2023,8,26
604,2023-08-27,2023,8,27
605,2023-08-28,2023,8,28
606,2023-08-29,2023,8,29
607,2023-08-30,2023,8,30
608,2023-08-31,2023,8,31
609,2023-09-01,2023,9,1
610,2023-09-02,2023,9,2
611,2023-09-03,2023,9,3
612,2023-09-04,2023,9,4
613,2023-09-05,2023,9,5
614,2023-09-06,2023,9,6
615,2023-09-07,2023,9,7
616,2023-09-08,2023,9,8
617,2023-09-09,2023,9,9
618,2023-09-10,2023,9,10
619,2023-09-11,2023,9,11
620,2023-09-12,2023,9,12
621,2023-09-13,2023,9,13
622,2023-09-14,2023,9,14
623,2023-09-15,2023,9,15
624,2023-09-16,2023,9,16
625,2023-09-17,2023,9,17
626,2023-09-18,2023,9,18
627,2023-09-19,2023,9,19
628,2023-09-20,2023,9,20
629,2023-09-21,2023,9,21
630,2023-09-22,2023,9,22
631,2023-09-23,2023,9,23
632,2023-09-24,2023,9,24
633,2023-09-25,2023,9,25
634,2023-09-26,2023,9,26
635,2023-09-27,2023,9,27
636,2023-09-28,2023,9,28
637,2023-09-29,2023,9,29
638,2023-09-30,2023,9,30
639,2023-10-01,2023,10,1
640,2023-10-02,2023,10,2
641,2023-10-03,2023,10,3
642,2023-10-04,2023,10,4
643,2023-10-05,2023,10,5
644,2023-10-06,2023,10,6
645,2023-10-07,2023,10,7
646,2023-10-08,2023,10,8
647,2023-10-09,2023,10,9
648,2023-10-10,2023,10,10
649,2023-10-11,2023,10,11
650,2023-10-12,2023,10,12
651,2023-10-13,2023,10,13
652,2023-10-14,2023,10,14
653,2023-10-15,2023,10,15
654,2023-10-16,2023,10,16
655,2023-10-17,2023,10,17
656,2023-10-18,2023,10,18
657,2023-10-19,2023,10,19
658,2023-10-20,2023,10,20
659,2023-10-21,2023,10,21
660,2023-10-22,2023,10,22
661,2023-10-23,2023,10,23
662,2023-10-24,2023,10,24
663,2023-10-25,2023,10,25
664,2023-10-26,2023,10,26
665,2023-10-27,2023,10,27
666,2023-10-28,2023,10,28
667,2023-10-29,2023,10,29
668,2023-10-30,2023,10,30
669,2023-10-31,2023,10,31
670,2023-11-01,2023,11,1
671,2023-11-02,2023,11,2
672,2023-11-03,2023,11,3
673,2023-11-04,2023,11,4
674,2023-11-05,2023,11,5
675,2023-11-06,2023,11,6
676,2023-11-07,2023,11,7
677,2023-11-08,2023,11,8
678,2023-11-09,2023,11,9
679,2023-11-10,2023,11,10
680,2023-11-11,2023,11,11
681,2023-11-12,2023,11,12
682,2023-11-13,2023,11,13
683,2023-11-14,2023,11,14
684,2023-11-15,2023,11,15
685,2023-11-16,2023,11,16
686,2023-11-17,2023,11,17
687,2023-11-18,2023,11,18
688,2023-11-19,2023,11,19
689,2023-11-20,2023,11,20
690,2023-11-21,2023,11,21
691,2023-11-22,2023,11,22
692,2023-11-23,2023,11,23
693,2023-11-24,2023,11,24
694,2023-11-25,2023,11,25
695,2023-11-26,2023,11,26
696,2023-11-27,2023,11,27
697,2023-11-28,2023,11,28
698,2023-11-29,2023,11,29
699,2023-11-30,2023,11,30
700,2023-12-01,2023,12,1
701,2023-12-02,2023,12,2
702,2023-12-03,2023,12,3
703,2023-12-04,2023,12,4
704,2023-12-05,2023,12,5
705,2023-12-06,2023,12,6
706,2023-12-07,2023,12,7
707,2023-12-08,2023,12,8
708,2023-12-09,2023,12,9
709,2023-12-10,2023,12,10
710,2023-12-11,2023,12,11
711,2023-12-12,2023,12,12
712,2023-12-13,2023,12,13
713,2023-12-14,2023,12,14
714,2023-12-15,2023,12,15
715,2023-12-16,2023,12,16
716,2023-12-17,2023,12,17
717,2023-12-18,2023,12,18
718,2023-12-19,2023,12,19
719,2023-12-20,2023,12,20
720,2023-12-21,2023,12,21
721,2023-12-22,2023,12,22
722,2023-12-23,2023,12,23
723,2023-12-24,2023,12,24
724,2023-12-25,2023,12,25
725,2023-12-26,2023,12,26
726,2023-12-27,2023,12,27
727,2023-12-28,2023,12,28
728,2023-12-29,2023,12,29
729,2023-12-30,2023,12,30
730,2023-12-31,2023,12,31
731,2024-01-01,2024,1,1
732,2024-01-02,2024,1,2
733,2024-01-03,2024,1,3
734,2024-01-04,2024,1,4
735,2024-01-05,2024,1,5
736,2024-01-06,2024,1,6
737,2024-01-07,2024,1,7
738,2024-01-08,2024,1,8
739,2024-01-09,2024,1,9
740,2024-01-10,2024,1,10
741,2024-01-11,2024,1,11
742,2024-01-12,2024,1,12
743,2024-01-13,2024,1,13
744,2024-01-14,2024,1,14
745,2024-01-15,2024,1,15
746,2024-01-16,2024,1,16
747,2024-01-17,2024,1,17
748,2024-01-18,2024,1,18
749,2024-01-19,2024,1,19
750,2024-01-20,2024,1,20
751,2024-01-21,2024,1,21
752,2024-01-22,2024,1,22
753,2024-01-23,2024,1,23
754,2024-01-24,2024,1,24
755,2024-01-25,2024,1,25
756,2024-01-26,2024,1,26
757,2024-01-27,2024,1,27
758,2024-01-28,2024,1,28
759,2024-01-29,2024,1,29
760,2024-01-30,2024,1,30
761,2024-01-31,2024,1,31
762,2024-02-01,2024,2,1
763,2024-02-02,2024,2,2
764,2024-02-03,2024,2,3
765,2024-02-04,2024,2,4
766,2024-02-05,2024,2,5
767,2024-02-06,2024,2,6
768,2024-02-07,2024,2,7
769,2024-02-08,2024,2,8
770,2024-02-09,2024,2,9
771,2024-02-10,2024,2,10
772,2024-02-11,2024,2,11
773,2024-02-12,2024,2,12
774,2024-02-13,2024,2,13
775,2024-02-14,2024,2,14
776,2024-02-15,2024,2,15
777,2024-02-16,2024,2,16
778,2024-02-17,2024,2,17
779,2024-02-18,2024,2,18
780,2024-02-19,2024,2,19
781,2024-02-20,2024,2,20
782,2024-02-21,2024,2,21
783,2024-02-22,2024,2,22
784,2024-02-23,2024,2,23
785,2024-02-24,2024,2,24
786,2024-02-25,2024,2,25
787,2024-02-26,2024,2,26
788,2024-02-27,2024,2,27
789,2024-02-28,2024,2,28
790,2024-02-29,2024,2,29
791,2024-03-01,2024,3,1
792,2024-03-02,2024,3,2
793,2024-03-03,2024,3,3
794,2024-03-04,2024,3,4
795,2024-03-05,2024,3,5
796,2024-03-06,2024,3,6
797,2024-03-07,2024,3,7
798,2024-03-08,2024,3,8
799,2024-03-09,2024,3,9
800,2024-03-10,2024,3,10
801,2024-03-11,2024,3,11
802,2024-03-12,2024,3,12
803,2024-03-13,2024,3,13
804,2024-03-14,2024,3,14
805,2024-03-15,2024,3,15
806,2024-03-16,2024,3,16
807,2024-03-17,2024,3,17
808,2024-03-18,2024,3,18
809,2024-03-19,2024,3,19
810,2024-03-20,2024,3,20
811,2024-03-21,2024,3,21
812,2024-03-22,2024,3,22
813,2024-03-23,2024,3,23
814,2024-03-24,2024,3,24
815,2024-03-25,2024,3,25
816,2024-03-26,2024,3,26
817,2024-03-27,2024,3,27
818,2024-03-28,2024,3,28
819,2024-03-29,2024,3,29
820,2024-03-30,2024,3,30
821,2024-03-31,2024,3,31
822,2024-04-01,2024,4,1
823,2024-04-02,2024,4,2
824,2024-04-03,2024,4,3
825,2024-04-04,2024,4,4
826,2024-04-05,2024,4,5
827,2024-04-06,2024,4,6
828,2024-04-07,2024,4,7
829,2024-04-08,2024,4,8
830,2024-04-09,2024,4,9
831,2024-04-10,2024,4,10
832,2024-04-11,2024,4,11
833,2024-04-12,2024,4,12
834,2024-04-13,2024,4,13
835,2024-04-14,2024,4,14
836,2024-04-15,2024,4,15
837,2024-04-16,2024,4,16
838,2024-04-17,2024,4,17
839,2024-04-18,2024,4,18
840,2024-04-19,2024,4,19
841,2024-04-20,2024,4,20
842,2024-04-21,2024,4,21
843,2024-04-22,2024,4,22
844,2024-04-23,2024,4,23
845,2024-04-24,2024,4,24
846,2024-04-25,2024,4,25
847,2024-04-26,2024,4,26
848,2024-04-27,2024,4,27
849,2024-04-28,2024,4,28
850,2024-04-29,2024,4,29
851,2024-04-30,2024,4,30
852,2024-05-01,2024,5,1
853,2024-05-02,2024,5,2
854,2024-05-03,2024,5,3
855,2024-05-04,2024,5,4
856,2024-05-05,2024,5,5
857,2024-05-06,2024,5,6
858,2024-05-07,2024,5,7
859,2024-05-08,2024,5,8
860,2024-05-09,2024,5,9
861,2024-05-10,2024,5,10
862,2024-05-11,2024,5,11
863,2024-05-12,2024,5,12
864,2024-05-13,2024,5,13
865,2024-05-14,2024,5,14
866,2024-05-15,2024,5,15
867,2024-05-16,2024,5,16
868,2024-05-17,2024,5,17
869,2024-05-18,2024,5,18
870,2024-05-19,2024,5,19
871,2024-05-20,2024,5,20
